,fX,fY,fZ,mQATruth
222,"[6.3241286277771, 10.8021879196167, 4.214761257171631, 6.140871047973633, 9.592616081237793, 10.418350219726562, 12.088190078735352, 6.3241286277771, 8.74035930633545, 6.3241286277771, 10.8021879196167, 6.651927471160889, 10.418350219726562, 6.140871047973633]","[6.835792064666748, 10.497220039367676, -4.865921497344971, -1.9316073656082153, -7.517770767211914, -14.601777076721191, -16.94213104248047, 6.835792064666748, 8.49360179901123, 6.835792064666748, 10.497220039367676, -6.517247676849365, -14.601777076721191, -1.9316073656082153]","[165.2620849609375, 165.2620849609375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 153.1590576171875, 180.1900634765625, 155.2479248046875, 155.2479248046875, 182.2789306640625, 182.2789306640625, 168.745849609375, 167.3509521484375, 182.2789306640625]",0
223,"[-6.5714497566223145, -8.564823150634766, 1.4746230840682983, 5.9624786376953125, 14.802475929260254, -6.5714497566223145, 1.4746230840682983, 2.133192539215088, 5.9624786376953125, 6.43587064743042]","[6.598386287689209, 8.67057991027832, -6.266330242156982, -2.426985263824463, 22.055681228637695, 6.598386287689209, -6.266330242156982, -9.064885139465332, -2.426985263824463, -0.1448211371898651]","[151.7640380859375, 178.7950439453125, 165.2620849609375, 165.2620849609375, 153.8529052734375, 168.745849609375, 155.2479248046875, 182.2789306640625, 182.2789306640625, 182.27880859375]",0
224,"[-3.207340717315674, -19.72231101989746, -6.369742393493652, 7.702418804168701, 14.118363380432129, -3.207340717315674, -3.207340717315674, -22.11604881286621, -6.369742393493652, 8.798593521118164, 9.996025085449219, 10.433239936828613, 7.702418804168701, 8.936952590942383]","[5.581610202789307, 13.119759559631348, -0.9315512776374817, -16.199588775634766, -11.064616203308105, 5.581610202789307, 5.581610202789307, 14.712130546569824, -0.9315512776374817, -12.225532531738281, -14.894072532653809, -21.266056060791016, -16.199588775634766, -18.796037673950195]","[165.2620849609375, 153.1590576171875, 178.7950439453125, 166.6571044921875, 180.1881103515625, 155.2479248046875, 182.2789306640625, 167.3509521484375, 168.7459716796875, 168.743896484375, 167.348876953125, 153.8509521484375, 153.8529052734375, 180.8839111328125]",0
225,"[8.276544570922852, -7.938220500946045, 1.0096477270126343, 8.276544570922852, 8.276544570922852, -7.938220500946045, -7.938220500946045, 1.0096477270126343, 1.035646677017212]","[8.946170806884766, -4.869015693664551, -6.357831001281738, 8.946170806884766, 8.946170806884766, -4.869015693664551, -4.869015693664551, -6.357831001281738, -6.3536481857299805]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
226,"[17.92395782470703, 20.7999210357666, 0.590059220790863, 0.590059220790863, -14.29750919342041, 0.9696327447891235, 0.590059220790863, -12.005922317504883, -14.29750919342041, 0.9696327447891235, 0.9696327447891235, 17.926658630371094]","[0.6968910098075867, 0.7235096096992493, 9.293787956237793, 9.293787956237793, -10.832134246826172, -9.261882781982422, 9.293787956237793, -9.095973014831543, -10.832134246826172, -9.261882781982422, -9.261882781982422, 0.6235653758049011]","[153.1590576171875, 180.1900634765625, 151.7640380859375, 178.7950439453125, 166.6571044921875, 165.2620849609375, 168.745849609375, 155.2479248046875, 180.8839111328125, 155.2479248046875, 182.2789306640625, 167.3509521484375]",0
227,"[3.475569248199463, -3.1193466186523438, 3.475569248199463, -19.054800033569336, 2.721497058868408, 3.475569248199463, -3.1193466186523438, -4.082366466522217, -21.36751937866211, 2.7579052448272705, 3.5139832496643066]","[8.639622688293457, 8.774527549743652, 8.639622688293457, 14.071683883666992, -8.905959129333496, 8.639622688293457, 8.774527549743652, 11.483442306518555, 15.779592514038086, -8.894752502441406, -11.669921875]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 153.1590576171875, 165.2620849609375, 168.745849609375, 155.2479248046875, 182.2789306640625, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
228,"[-5.374429702758789, -0.03080742619931698, -3.030474901199341, -3.51619553565979, -0.03668768331408501, 2.1165647506713867, -0.03080742619931698, -5.374429702758789, -3.030474901199341, 1.8874777555465698]","[-3.5435731410980225, -15.062468528747559, -17.67965316772461, -20.513324737548828, -17.937461853027344, -26.478038787841797, -15.062468528747559, -3.5435731410980225, -17.67965316772461, -23.612180709838867]","[165.2620849609375, 151.7640380859375, 153.1590576171875, 180.1900634765625, 180.1900634765625, 166.6571044921875, 168.745849609375, 182.2789306640625, 167.3509521484375, 153.8529052734375]",0
229,"[3.824230670928955, 6.73025369644165, -7.877872467041016, -7.898120880126953, -26.123628616333008, -14.661995887756348, -8.360533714294434, -17.46055030822754, 3.2981479167938232, -2.402106523513794, 5.1261396408081055, 13.02907657623291, 8.836487770080566, 6.410252571105957, 3.4106109142303467, 4.067488193511963, -7.898120880126953, -14.661995887756348, -9.178635597229004, -26.123628616333008, 1.981782078742981, 2.835418701171875, 6.457718372344971, 5.942423343658447, 6.254056453704834, 19.276750564575195]","[5.178481101989746, 19.694259643554688, 4.966063022613525, 4.933796405792236, 4.8085761070251465, -3.450331687927246, -4.101722240447998, -4.108901023864746, -8.70889663696289, -11.948432922363281, -7.774660587310791, -7.5579142570495605, -2.9392406940460205, -0.5916638970375061, -5.459774494171143, 8.377243041992188, 4.933796405792236, -3.450331687927246, 1.573312759399414, 4.8085761070251465, -6.124863147735596, -5.7794294357299805, -22.790250778198242, -2.4756839275360107, -1.5258394479751587, -7.846466541290283]","[165.2618408203125, 180.1898193359375, 151.7640380859375, 178.7950439453125, 166.6571044921875, 151.7640380859375, 178.794921875, 180.1900634765625, 165.261962890625, 178.7950439453125, 151.762451171875, 151.7626953125, 165.261962890625, 165.2620849609375, 178.7950439453125, 168.74560546875, 168.745849609375, 168.745849609375, 182.27880859375, 153.8529052734375, 182.2789306640625, 182.2789306640625, 180.8836669921875, 155.2464599609375, 182.2789306640625, 180.8836669921875]",0
230,"[-12.80734920501709, -10.517095565795898, -12.998051643371582, -15.25190544128418, -10.309967041015625, 22.585575103759766, -12.80734920501709, -12.998051643371582, -26.31348419189453]","[7.9278435707092285, 6.158397674560547, 7.611147880554199, 9.441041946411133, -6.499209880828857, -13.980637550354004, 7.9278435707092285, 7.611147880554199, 3.628626823425293]","[151.7640380859375, 151.7640380859375, 178.7950439453125, 180.1900634765625, 165.2618408203125, 153.1590576171875, 168.745849609375, 168.745849609375, 153.8529052734375]",0
231,"[-17.493581771850586, -9.339612007141113, -4.9511027336120605, -1.0637354850769043, -1.210677981376648, -14.689732551574707, -17.493581771850586, -9.339612007141113, -4.9511027336120605, -4.9511027336120605, -1.210677981376648, -11.122276306152344]","[3.965916633605957, -11.817383766174316, -4.114363670349121, -20.785297393798828, -23.656539916992188, 3.3302643299102783, 3.965916633605957, -11.817383766174316, -4.114363670349121, -4.114363670349121, -23.656539916992188, -14.072983741760254]","[166.6571044921875, 165.2620849609375, 165.2620849609375, 153.1590576171875, 180.1900634765625, 155.2479248046875, 180.8839111328125, 155.2479248046875, 155.2479248046875, 182.2789306640625, 167.3509521484375, 180.8839111328125]",0
232,"[-4.237966060638428, -3.851358413696289, -5.377775192260742, -8.442672729492188, -5.9821343421936035, -6.148721218109131, -9.144538879394531, -7.137868404388428, -11.049135208129883, -8.426526069641113, -6.038694858551025, -9.144538879394531, -23.330432891845703, -17.560705184936523, -3.2099742889404297, 3.987661123275757, 2.5972819328308105, -4.601568698883057, -2.721497058868408, -2.8132901191711426, -5.978791236877441, -11.049135208129883, -5.879877090454102, -9.144538879394531, -4.3910064697265625, -15.13490104675293, -20.242341995239258, -3.8226664066314697, 3.2265307903289795, 2.0590333938598633, 3.987661123275757]","[8.292304039001465, 20.453048706054688, 7.6027750968933105, -3.929877519607544, -2.3781239986419678, -1.9064713716506958, -1.7607018947601318, -5.981094837188721, -5.143128395080566, -3.9643802642822266, -2.2305989265441895, -1.7607018947601318, -4.097386360168457, -11.170578002929688, -14.716485977172852, -14.525063514709473, -11.907530784606934, -20.29743194580078, 8.905959129333496, 17.71550941467285, 25.880889892578125, -5.143128395080566, -2.62077260017395, -1.7607018947601318, -4.707490921020508, -9.627495765686035, -12.302245140075684, -17.525442123413086, -11.752644538879395, -12.012308120727539, -14.525063514709473]","[165.2620849609375, 166.6571044921875, 151.7640380859375, 151.7640380859375, 151.7640380859375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 153.1590576171875, 166.6571044921875, 151.7640380859375, 165.2620849609375, 165.2620849609375, 180.1900634765625, 182.2789306640625, 153.8529052734375, 180.8839111328125, 168.745849609375, 168.7459716796875, 168.745849609375, 155.2479248046875, 153.8529052734375, 180.8839111328125, 167.350830078125, 155.2479248046875, 155.2479248046875, 182.2789306640625]",0
233,"[3.138604164123535, 2.1314969062805176, 4.5735321044921875, -4.394036293029785, 3.161569356918335, -3.689765453338623, -4.322859764099121]","[5.620548725128174, 6.074382781982422, 8.112056732177734, 17.3909854888916, 5.607663154602051, 14.6035795211792, 17.4088134765625]","[151.7640380859375, 151.7554931640625, 178.7950439453125, 166.6571044921875, 168.7459716796875, 155.2479248046875, 180.8839111328125]",0
234,"[-8.938685417175293, -11.69827938079834, -0.8794083595275879, 0.4078933000564575, -0.8794083595275879, -11.69827938079834, -0.8794083595275879, 0.4078933000564575, 0.3816095292568207, 7.450342655181885]","[-2.612002372741699, -3.4183924198150635, -6.377150535583496, -6.424564361572266, -6.377150535583496, -3.4183924198150635, -6.377150535583496, -6.424564361572266, -6.4261794090271, -25.49625015258789]","[151.7640380859375, 178.7950439453125, 151.7640380859375, 165.2620849609375, 178.7950439453125, 168.745849609375, 168.7459716796875, 155.2479248046875, 182.2789306640625, 153.8529052734375]",0
235,"[1.323013186454773, 3.180091381072998, 1.5755385160446167, 4.058675289154053, -7.941652297973633, 1.323013186454773, 3.6193833351135254, -7.941652297973633, -7.941652297973633]","[15.004283905029297, 20.568111419677734, 17.86817169189453, 26.250591278076172, -9.244745254516602, 15.004283905029297, 23.409351348876953, -9.244745254516602, -9.244745254516602]","[151.7640380859375, 153.1590576171875, 180.1900634765625, 180.1900634765625, 165.2620849609375, 168.745849609375, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
236,"[-5.720232009887695, -5.541831016540527, -9.373446464538574, 3.8091158866882324, 1.2337473630905151, 2.1165647506713867, -7.5585246086120605, -5.869107723236084, -8.074368476867676, 3.749472141265869, 1.1365571022033691, 2.1165647506713867, 1.2337473630905151]","[2.953024387359619, 3.2755939960479736, 7.7893290519714355, -14.572904586791992, -20.77589988708496, -26.478038787841797, 5.439794540405273, 2.6448028087615967, 4.639745235443115, -14.588363647460938, -17.901456832885742, -26.478038787841797, -20.77589988708496]","[165.2620849609375, 178.7950439453125, 178.7950439453125, 165.2620849609375, 166.6571044921875, 166.6571044921875, 168.745849609375, 155.2479248046875, 155.2479248046875, 155.2479248046875, 153.8529052734375, 153.8529052734375, 180.8839111328125]",0
237,"[11.610864639282227, 9.265771865844727, 14.212876319885254, 9.261882781982422, 17.571033477783203, 23.18387794494629, 2.224858283996582, -8.3436861038208, -8.3436861038208, 8.782880783081055, 16.558013916015625, -8.3436861038208, 7.6360883712768555, 9.99613094329834, 14.253202438354492, 9.261882781982422, 16.558013916015625, 20.370004653930664, 19.24449348449707]","[3.7044529914855957, 0.9317378997802734, 4.987288951873779, 0.9696327447891235, 3.607314348220825, 4.8585429191589355, 26.469160079956055, -4.135887622833252, -4.135887622833252, -18.86852264404297, -6.8982648849487305, -4.135887622833252, -16.230960845947266, -21.474985122680664, 4.87084436416626, 0.9696327447891235, -6.8982648849487305, 4.2688517570495605, -7.925254821777344]","[151.7640380859375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 153.1590576171875, 180.1900634765625, 153.1590576171875, 151.7640380859375, 178.7950439453125, 166.6571044921875, 166.6571044921875, 168.745849609375, 153.8529052734375, 180.8839111328125, 168.745849609375, 168.745849609375, 153.8529052734375, 167.3509521484375, 180.8839111328125]",0
238,"[12.183192253112793, 15.057175636291504, -6.091617584228516, -6.091617584228516, -8.812146186828613, 15.057175636291504]","[0.3240152597427368, 0.40044963359832764, 2.0817301273345947, 2.0817301273345947, 3.01143479347229, 0.40044963359832764]","[151.7640380859375, 178.7950439453125, 165.2620849609375, 155.2479248046875, 182.2789306640625, 168.745849609375]",0
239,"[6.200783729553223, 8.97006607055664, 3.8939309120178223, 4.916079521179199, -2.2405972480773926, 6.799774646759033, -6.372201442718506, -10.138162612915039, -6.541329860687256, -5.345259666442871, -5.7794294357299805, -5.2858476638793945, -14.133790969848633, -12.288688659667969, -6.369742393493652, -6.369742393493652, 15.897603988647461, 17.556129455566406, 18.093669891357422, 6.18832540512085, -2.057644844055176, -7.611147880554199, -5.300833702087402, -7.07322883605957, -17.958711624145508, -3.2472033500671387, -16.94213104248047, -8.936958312988281, -5.767782688140869, -6.369742393493652, -5.802433013916016, -19.34029769897461, 18.093669891357422, 14.767037391662598, 8.97006607055664, 23.18387794494629]","[1.729649543762207, 2.5021142959594727, 11.548699378967285, 11.152009963989258, 14.894919395446777, 13.440311431884766, 10.388946533203125, 11.139863967895508, 10.283295631408691, 3.58742356300354, 2.835418701171875, 3.674401044845581, 15.27730655670166, 13.066829681396484, -0.9315512776374817, -0.9315512776374817, -13.432287216186523, -3.6791603565216064, -15.287798881530762, 13.732572555541992, 14.921293258666992, 12.998051643371582, 3.6527481079101562, 13.298433303833008, 19.57168960571289, 17.641132354736328, 12.088190078735352, 15.552641868591309, 2.8590362071990967, -0.9315512776374817, 2.788041353225708, 7.688498497009277, -15.287798881530762, -2.968757390975952, 2.5021142959594727, -4.8585429191589355]","[151.7640380859375, 178.7950439453125, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 151.7640380859375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 153.1590576171875, 153.1590576171875, 151.7640380859375, 178.7950439453125, 153.1590576171875, 166.6571044921875, 180.1900634765625, 168.745849609375, 155.2479248046875, 168.745849609375, 168.7459716796875, 182.2789306640625, 167.350830078125, 180.8839111328125, 167.350830078125, 180.8839111328125, 155.2479248046875, 168.7459716796875, 182.2789306640625, 180.8839111328125, 167.3509521484375, 155.247802734375, 168.745849609375, 180.8837890625]",0
240,"[-26.369333267211914, -1.6024714708328247, 0.8179624676704407, -1.6024714708328247, -0.3290233016014099, -23.515239715576172, -1.6024714708328247, 0.8179624676704407, 1.0208172798156738]","[3.1976068019866943, -6.234860897064209, -9.276507377624512, -6.234860897064209, -6.429086208343506, 2.851512908935547, -6.234860897064209, -9.276507377624512, -12.144673347473145]","[166.6571044921875, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 153.8529052734375, 168.7459716796875, 155.2479248046875, 182.2789306640625]",0
